text,intent,language,screen,action_type,source
substation failure issue,select_substation_issues,en,electricity_board_report,select_board_category,template
select ස්මාර්ට් මීටර් දෝෂය,select_smart_meter_issue,mixed_script,monitoring_device_issues,select_issue,mixed_si_alias
මට report details balanna විවෘත කරන්න,open_activity_details,mixed_script,activities,navigation,mixed_ro_alias
ස්ථානය සොයන්න බොත්තම ඔබන්න,search_location,si_script,location,action,template
tap විදුලි කණුව වැටීම,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_si_alias
area power failure eka ලෙස සටහන් කරන්න,select_area_power_failure,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
adu voltage eka,select_low_voltage,si_latin,voltage_technical_issues,select_issue,direct
mata go next one,continue_next,mixed_latin,report_flow,action,mixed_en_alias
please mage account eka open karanna,open_account,si_latin,bottom_navigation,navigation,template
report electric pole fallen,select_fallen_pole,en,infrastructure_issues,select_issue,template
mata smart meter fault report karanna,select_smart_meter_issue,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
unknown or investigation required select karanna,select_unknown_investigation_required,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
report device connection issue,select_device_connectivity,en,monitoring_device_issues,select_issue,template
go to home,go_home,en,bottom_navigation,navigation,template
infrastructure getalu open karanna,open_infrastructure_issues,si_latin,home,navigation,template
lightning damage problem ekak thiyenawa,select_weather_related_damage,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
hey app can you submit issue to electricity board for me,confirm_location_and_report_issue,noisy_mixed,electricity_board_flow,action,noise
sparks and safety risks page ekata yanna,open_safety_related_issues,mixed_latin,home,navigation,mixed_en_alias
app information,open_about_us,en,account,navigation,direct
show me profile account,open_account,en,bottom_navigation,navigation,template
weather related damage issue,select_weather_related_damage,en,electricity_board_report,select_board_category,template
profile settings eka,open_profile_settings,si_latin,account,navigation,direct
display technical issues,open_voltage_technical_issues,en,home,navigation,template
use my current location button eka press karanna,use_current_location,mixed_latin,location,action,mixed_en_alias
create report for smart meter fault,select_smart_meter_issue,en,monitoring_device_issues,select_issue,template
line walin sparks,select_short_circuit_or_fire,si_latin,electricity_board_report,select_board_category,direct
construction damage to cables eka thoranna,select_external_or_human_causes,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
issue eka submit karanna තෝරන්න,confirm_location_and_report_issue,mixed_script,electricity_board_flow,action,mixed_ro_alias
මගේ වාර්තා,open_activities,si_script,bottom_navigation,navigation,direct
I want to open safety related issues,open_safety_related_issues,en,home,navigation,template
do search nearby technicians,find_available_technicians,en,technician_flow,action,template
tap damaged meter box,select_broken_meter_box,en,infrastructure_issues,select_issue,template
kanuwa wetila තෝරන්න,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_ro_alias
can you open open profile settings,open_profile_settings,en,account,navigation,template
area outage report pennanna,open_report_to_electricity_board,mixed_latin,home,navigation,mixed_en_alias
can you i want to cancel service request,cancel_request,noisy_mixed,technician_flow,action,noise
press add photo,add_photo,en,report_flow,action,template
sampurna viduliya nathi weema තෝරන්න,select_complete_power_outage,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
I want to report voltage fluctuation,select_fluctuating_voltage,en,voltage_technical_issues,select_issue,template
select open this report,open_activity_details,en,activities,navigation,template
report අර්ධ විදුලිය විසන්ධි වීම,select_partial_power_outage,mixed_script,power_supply_issues,select_issue,mixed_si_alias
mata device issues open karanna,open_monitoring_device_issues,mixed_latin,home,navigation,mixed_en_alias
මීටර් කියවීම වැරදි තෝරන්න,select_faulty_meter_reading,si_script,monitoring_device_issues,select_issue,template
available technicians hoyanna බොත්තම ඔබන්න,confirm_location_technician,mixed_script,technician_flow,action,mixed_ro_alias
partial power outage select karanna,select_partial_power_outage,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
there is lightning damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
power line faults eka ගැටළුවක් තියෙනවා,select_power_line_faults,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
transformer problem kiyana option eka select karanna,select_transformer_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
sudden power loss report karanna,select_sudden_power_loss,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
වත්මන් ස්ථානය භාවිතා කරන්න තෝරන්න දැන්,use_current_location,noisy_mixed,location,action,noise
bulbs dimming problem ekak thiyenawa,select_dim_lights,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
select construction damage to cables,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
log out,logout,en,account,action,direct
construction damage to cables issue eka,select_external_or_human_causes,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
please switch language,change_language,en,account,action,template
වැඩි වෝල්ටීයතාවය තෝරන්න,select_high_voltage,si_script,voltage_technical_issues,select_issue,template
location confirm karala report karanna option eka tap karanna,confirm_location_and_report_issue,si_latin,electricity_board_flow,action,template
tap support,open_help_support,en,account,navigation,template
display smart device issues,open_monitoring_device_issues,en,home,navigation,template
navigate to profile account,open_account,en,bottom_navigation,navigation,template
mata fire near electrical equipment report karanna,select_short_circuit_or_fire,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
show me යටිතල පහසුකම් ගැටළු,open_infrastructure_issues,mixed_script,home,navigation,mixed_si_alias
there is full blackout,select_complete_power_outage,en,power_supply_issues,select_issue,template
open pole and wire issues,open_infrastructure_issues,en,home,navigation,template
mage account eka pennanna,open_account,si_latin,bottom_navigation,navigation,template
select අඩු විදුලි බලය,select_low_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
can you open service history,open_activities,en,bottom_navigation,navigation,template
use current location button eka press karanna,use_current_location,mixed_latin,location,action,mixed_en_alias
full blackout select karanna,select_complete_power_outage,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
udaw saha sahaya,open_help_support,si_latin,account,navigation,direct
කරුණාකර available technicians hoyanna karanna,confirm_location_technician,noisy_mixed,technician_flow,action,noise
there is storm damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
lightning damage issue,select_weather_related_damage,en,electricity_board_report,select_board_category,template
loose service connection problem,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
please can you open app information,open_about_us,noisy_mixed,account,navigation,noise
there is smart meter issue,select_smart_meter_issue,en,monitoring_device_issues,select_issue,template
report low voltage,select_low_voltage,en,voltage_technical_issues,select_issue,template
I have service line damage,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
wire damage eka report karanna,select_damaged_power_lines,si_latin,infrastructure_issues,select_issue,template
please select total power outage,select_complete_power_outage,en,power_supply_issues,select_issue,template
කරුණාකර tap ස්ථානය සොයන්න now,search_location,noisy_mixed,location,action,noise
device issues eka pennanna,open_monitoring_device_issues,si_latin,home,navigation,template
සැලසුම් කල විදුලි කප්පාදුව ගැටළුවක් තියෙනවා,select_scheduled_power_cut,si_script,power_supply_issues,select_issue,template
lights are dim issue eka,select_dim_lights,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
I want to report sparks from lines,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
I want to open profile settings,open_profile_settings,en,account,navigation,template
select open about us,open_about_us,en,account,navigation,template
complete power outage eka issue eka,select_complete_power_outage,si_latin,power_supply_issues,select_issue,template
connection issue eka ලෙස සටහන් කරන්න,select_device_connectivity,mixed_script,monitoring_device_issues,select_issue,mixed_ro_alias
navigate to monitoring and device issues,open_monitoring_device_issues,en,home,navigation,template
මට pole issues eka වාර්තා කරන්න,select_pole_issues,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
show me පැතිකඩ සැකසීම්,open_profile_settings,mixed_script,account,navigation,mixed_si_alias
mata lightning damage report karanna,select_weather_related_damage,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
weather damage eka ගැටළුවක් තියෙනවා,select_weather_related_damage,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
shock risk eka select karanna,select_electric_shock_risk,si_latin,safety_related_issues,select_issue,template
mark damaged power lines,select_damaged_power_lines,en,infrastructure_issues,select_issue,template
meter reading issue eka open karanna,select_faulty_meter_reading,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
mata short circuit fire eka report karanna,select_short_circuit_or_fire,si_latin,electricity_board_report,select_board_category,template
power suddenly went off kiyana option eka select karanna,select_sudden_power_loss,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
stop searching,cancel_request,en,technician_flow,action,direct
please select over voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
short circuit fire eka issue eka,select_short_circuit_or_fire,si_latin,electricity_board_report,select_board_category,template
can you mata find address one,search_location,noisy_mixed,location,action,noise
මට විදුලි රැහැන් හානිය වාර්තා කරන්න,select_damaged_power_lines,si_script,infrastructure_issues,select_issue,template
මට kanuwa wetila වාර්තා කරන්න,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_ro_alias
fallen pole eka වාර්තා කරන්න,select_fallen_pole,mixed_script,infrastructure_issues,select_issue,mixed_ro_alias
please open open profile settings,open_profile_settings,en,account,navigation,template
මගේ ස්ථානය ගන්න කරන්න now,use_current_location,noisy_mixed,location,action,noise
mata next step one,continue_next,mixed_latin,report_flow,action,mixed_en_alias
area power failure problem,select_area_power_failure,en,electricity_board_report,select_board_category,template
please confirm location and report issue,confirm_location_and_report_issue,en,electricity_board_flow,action,template
exposed wiring kiyana option eka select karanna,select_exposed_wiring,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
loose service connection select karanna,select_meter_or_service_line_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
unknown issue eka,select_unknown_investigation_required,si_latin,electricity_board_report,select_board_category,direct
please continue with submit issue to electricity board please app,confirm_location_and_report_issue,noisy_mixed,electricity_board_flow,action,noise
fallen cable issue eka,select_power_line_faults,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
please current location eka use karanna karanna,use_current_location,si_latin,location,action,template
damaged power lines eka තෝරන්න,select_damaged_power_lines,mixed_script,infrastructure_issues,select_issue,mixed_ro_alias
short circuit wela eka thoranna,select_short_circuit_or_fire,si_latin,electricity_board_report,select_board_category,template
I want to open location screen,continue_to_location,en,report_flow,action,template
account eka පිටුවට යන්න,open_account,mixed_script,bottom_navigation,navigation,mixed_ro_alias
low power voltage problem,select_low_voltage,en,voltage_technical_issues,select_issue,template
language maru karanna,change_language,si_latin,account,action,direct
create report for voltage fluctuation,select_fluctuating_voltage,en,voltage_technical_issues,select_issue,template
please open report to electricity board,open_report_to_electricity_board,en,home,navigation,template
low voltage eka thoranna,select_low_voltage,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
press move forward,continue_next,en,report_flow,action,template
please find available technicians,confirm_location_technician,en,technician_flow,action,template
profile account pennanna,open_account,mixed_latin,bottom_navigation,navigation,mixed_en_alias
technician location confirm karanna බොත්තම ඔබන්න,confirm_location_technician,mixed_script,technician_flow,action,mixed_ro_alias
my issue is rain damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
take me to smart device issues,open_monitoring_device_issues,en,home,navigation,template
ardha current nathi weema report karanna,select_partial_power_outage,si_latin,power_supply_issues,select_issue,template
total power outage kiyana option eka select karanna,select_complete_power_outage,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
transformer issues eka open karanna,select_transformer_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
කරුණාකර mata submit karanna one කරන්න,submit_report,noisy_mixed,dialog,action,noise
please select sparks from lines,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
complete power outage eka kiyana option eka select karanna,select_complete_power_outage,si_latin,power_supply_issues,select_issue,template
low voltage eka issue eka,select_low_voltage,si_latin,voltage_technical_issues,select_issue,template
I want to open view activities,view_activities,en,success_dialog,navigation,template
මගේ ස්ථානය ගන්න කරන්න,use_current_location,si_script,location,action,template
හානි වූ විදුලි රැහැන් වාර්තා කරන්න,select_damaged_power_lines,si_script,infrastructure_issues,select_issue,template
faulty meter reading,select_faulty_meter_reading,en,monitoring_device_issues,select_issue,direct
open විදුලි සැපයුම් ගැටළු,open_power_supply_issues,mixed_script,home,navigation,mixed_si_alias
select fire near electrical equipment,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
pole issues eka problem ekak thiyenawa,select_pole_issues,si_latin,electricity_board_report,select_board_category,template
tap broken power line,select_power_line_faults,en,electricity_board_report,select_board_category,template
කරුණාකර I want to add photo,add_photo,noisy_mixed,report_flow,action,noise
choose sparks from meter,select_sparks_from_meter,en,safety_related_issues,select_issue,template
ඉදිරියට යන්න කරන්න,continue_next,si_script,report_flow,action,template
please do not submit karanna,cancel_dialog,mixed_latin,dialog,action,mixed_en_alias
close dialog button eka press karanna,cancel_dialog,mixed_latin,dialog,action,mixed_en_alias
reason penne ne eka open karanna,select_unknown_investigation_required,si_latin,electricity_board_report,select_board_category,template
press switch language,change_language,en,account,action,template
navigate to need help,open_help_support,en,account,navigation,template
ilaga step ekata yanna option eka tap karanna,continue_next,si_latin,report_flow,action,template
take me to my account,open_account,en,bottom_navigation,navigation,template
මට සැලසුම්ගත විදුලි කප්පාදුව වාර්තා කරන්න,select_scheduled_power_cut,si_script,power_supply_issues,select_issue,template
ehema epa කරන්න,cancel_dialog,mixed_script,dialog,action,mixed_ro_alias
mage account eka,open_account,si_latin,bottom_navigation,navigation,direct
short circuit or fire problem ekak thiyenawa,select_short_circuit_or_fire,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
please activities open karanna,open_activities,mixed_latin,bottom_navigation,navigation,mixed_en_alias
area outage report eka open karanna,open_report_to_electricity_board,si_latin,home,navigation,template
outages and interruptions,open_power_supply_issues,en,home,navigation,direct
වාර්තාව යවන්න තෝරන්න,submit_report,si_script,dialog,action,template
external or human causes issue eka,select_external_or_human_causes,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
my issue is substation failure,select_substation_issues,en,electricity_board_report,select_board_category,template
ilaga step ekata yanna දැන්,continue_next,noisy_mixed,report_flow,action,noise
mata lights are dim report karanna,select_dim_lights,mixed_latin,voltage_technical_issues,select_issue,mixed_en_alias
හෙලෝ වත්මන් ස්ථානය භාවිතා කරන්න,use_current_location,noisy_mixed,location,action,noise
I want to report some houses power outage,select_partial_power_outage,en,power_supply_issues,select_issue,template
move to safety related issues,open_safety_related_issues,en,home,navigation,template
weather damage eka විකල්පය තෝරන්න,select_weather_related_damage,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
go to location option eka tap karanna,continue_to_location,mixed_latin,report_flow,action,mixed_en_alias
accident hit electric pole eka open karanna,select_external_or_human_causes,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
there is transformer issues,select_transformer_issues,en,electricity_board_report,select_board_category,template
create report for power line issue,select_power_line_faults,en,electricity_board_report,select_board_category,template
select lightning damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
tap find available technicians,find_available_technicians,en,technician_flow,action,template
take me to support,open_help_support,en,account,navigation,template
power line damage eka thoranna,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
use dim lights,select_dim_lights,en,voltage_technical_issues,select_issue,template
connectivity problem problem ekak thiyenawa,select_device_connectivity,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
I want to report power suddenly went off,select_sudden_power_loss,en,power_supply_issues,select_issue,template
use high voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
tap cancel,cancel_dialog,en,dialog,action,template
select home page,go_home,en,bottom_navigation,navigation,template
next step karanna,continue_next,mixed_latin,report_flow,action,mixed_en_alias
choose device connectivity,select_device_connectivity,en,monitoring_device_issues,select_issue,template
can you search address,search_location,en,location,action,template
select හානි වූ විදුලි රැහැන්,select_damaged_power_lines,mixed_script,infrastructure_issues,select_issue,mixed_si_alias
open about us pennanna,open_about_us,mixed_latin,account,navigation,mixed_en_alias
pichchena suwada,select_burning_smell,si_latin,safety_related_issues,select_issue,direct
I want to report bare wires,select_exposed_wiring,en,safety_related_issues,select_issue,template
I want to report transformer explosion,select_transformer_issues,en,electricity_board_report,select_board_category,template
mata weather damage eka report karanna,select_weather_related_damage,si_latin,electricity_board_report,select_board_category,template
can you sign out wenna තෝරන්න කරන්න,logout,noisy_mixed,account,action,noise
external or human causes problem ekak thiyenawa,select_external_or_human_causes,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
show me report area power outage,open_report_to_electricity_board,en,home,navigation,template
open location screen button eka press karanna,continue_to_location,mixed_latin,report_flow,action,mixed_en_alias
open voltage fluctuation issues,open_voltage_technical_issues,en,home,navigation,template
continue with take a photo,add_photo,en,report_flow,action,template
take me to pole and wire issues,open_infrastructure_issues,en,home,navigation,template
damaged wires issue eka,select_damaged_power_lines,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
no visible reason eka open karanna,select_unknown_investigation_required,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
press find address for me,search_location,noisy_mixed,location,action,noise
මට විදුලිය එන යන ගැටළුව වාර්තා කරන්න,select_intermittent_supply,si_script,power_supply_issues,select_issue,template
open location screen karanna please app,continue_to_location,noisy_mixed,report_flow,action,noise
select over voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
need help page ekata yanna,open_help_support,mixed_latin,account,navigation,mixed_en_alias
මීටරයෙන් ස්පාර්ක්,select_sparks_from_meter,si_script,safety_related_issues,select_issue,direct
electricity board ekata report karanna පෙන්වන්න,open_report_to_electricity_board,mixed_script,home,navigation,mixed_ro_alias
power line faults issue eka,select_power_line_faults,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
mata back wenna open karanna,go_back,si_latin,global,navigation,template
select අර්ධ විදුලිය විසන්ධි වීම,select_partial_power_outage,mixed_script,power_supply_issues,select_issue,mixed_si_alias
mata fire hazards open karanna,open_safety_related_issues,mixed_latin,home,navigation,mixed_en_alias
current enawa yanawa eka thoranna,select_intermittent_supply,si_latin,power_supply_issues,select_issue,template
කරුණාකර ඡායාරූපයක් එක් කරන්න,add_photo,si_script,report_flow,action,template
I have power suddenly went off,select_sudden_power_loss,en,power_supply_issues,select_issue,template
navigate to about us,open_about_us,en,account,navigation,template
tap ගැටළුව දැන් යවන්න,confirm_location_and_report_issue,mixed_script,electricity_board_flow,action,mixed_si_alias
find electrician දැන්,find_available_technicians,noisy_mixed,technician_flow,action,noise
fire near electrical equipment report karanna,select_short_circuit_or_fire,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
සහාය,open_help_support,si_script,account,navigation,direct
සැලසුම් කල විදුලි කප්පාදුව ලෙස සටහන් කරන්න,select_scheduled_power_cut,si_script,power_supply_issues,select_issue,template
I want to review and confirm issue,review_and_confirm_issue,en,electricity_board_flow,action,template
planned current cut eka issue eka,select_scheduled_power_cut,si_latin,power_supply_issues,select_issue,template
select මීටරයෙන් ස්පාර්ක්,select_sparks_from_meter,mixed_script,safety_related_issues,select_issue,mixed_si_alias
please power supply issues eka open karanna,open_power_supply_issues,si_latin,home,navigation,template
මට substation issues eka වාර්තා කරන්න,select_substation_issues,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
substation issues report karanna,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
meter pettiya kadila ලෙස සටහන් කරන්න,select_broken_meter_box,mixed_script,infrastructure_issues,select_issue,mixed_ro_alias
home page pennanna,go_home,mixed_latin,bottom_navigation,navigation,mixed_en_alias
account eka select karanna,open_account,si_latin,bottom_navigation,navigation,template
next ekata yanna කරන්න,continue_next,mixed_script,report_flow,action,mixed_ro_alias
cancel karanna,cancel_dialog,si_latin,dialog,action,direct
please home eka open karanna,go_home,si_latin,bottom_navigation,navigation,template
can you go next,continue_next,en,report_flow,action,template
sparking meter issue,select_sparks_from_meter,en,safety_related_issues,select_issue,template
I want to open meter faults and monitoring,open_monitoring_device_issues,en,home,navigation,template
powerlink I want to change to Sinhala please,change_language,noisy_mixed,account,action,noise
mata maintenance shutdown report karanna,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
broken meter box eka report karanna,select_broken_meter_box,si_latin,infrastructure_issues,select_issue,template
find available technicians,confirm_location_technician,en,technician_flow,action,direct
service line damage eka eka open karanna,select_meter_or_service_line_issues,si_latin,electricity_board_report,select_board_category,template
area eke current nathi issue eka,select_area_power_failure,si_latin,electricity_board_report,select_board_category,template
complete power outage eka open karanna,select_complete_power_outage,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
කාලගුණයෙන් වූ හානි,select_weather_related_damage,si_script,electricity_board_report,select_board_category,direct
ow submit karanna තෝරන්න,submit_report,mixed_script,dialog,action,mixed_ro_alias
choose කැඩුණු මීටර් පෙට්ටිය,select_broken_meter_box,mixed_script,infrastructure_issues,select_issue,mixed_si_alias
loose service connection issue,select_meter_or_service_line_issues,en,electricity_board_report,select_board_category,template
please add photo karanna,add_photo,mixed_latin,report_flow,action,mixed_en_alias
search location option eka tap karanna,search_location,mixed_latin,location,action,mixed_en_alias
viduli sapayum getalu ekata yanna,open_power_supply_issues,si_latin,home,navigation,template
mata meteren pupuru gahanawa report karanna,select_sparks_from_meter,si_latin,safety_related_issues,select_issue,template
open ලයිට් අඳුරු වෙනවා,select_dim_lights,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
voltage technical eka pennanna,open_voltage_technical_issues,si_latin,home,navigation,template
kunu getalu problem ekak thiyenawa,select_pole_issues,si_latin,electricity_board_report,select_board_category,template
tap power line damage,select_damaged_power_lines,en,infrastructure_issues,select_issue,template
I want to change to English,change_language,en,account,action,template
go to ගිණුම,open_account,mixed_script,bottom_navigation,navigation,mixed_si_alias
unknown issue eka issue eka,select_unknown_investigation_required,si_latin,electricity_board_report,select_board_category,template
go to main screen,go_home,en,bottom_navigation,navigation,template
උපස්ථාන ගැටළු,select_substation_issues,si_script,electricity_board_report,select_board_category,direct
safety issues eka eka tap karanna,open_safety_related_issues,si_latin,home,navigation,template
meter box broken problem,select_broken_meter_box,en,infrastructure_issues,select_issue,template
show me activities,open_activities,en,bottom_navigation,navigation,template
show me ක්‍රියාකාරකම් බලන්න,view_activities,mixed_script,success_dialog,navigation,mixed_si_alias
device connection issue report karanna,select_device_connectivity,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
create report for meter reading issue,select_faulty_meter_reading,en,monitoring_device_issues,select_issue,template
transformer explosion select karanna,select_transformer_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
select meter box broken,select_broken_meter_box,en,infrastructure_issues,select_issue,template
faulty meter reading eka ලෙස සටහන් කරන්න,select_faulty_meter_reading,mixed_script,monitoring_device_issues,select_issue,mixed_ro_alias
tap ඉදිරියට යන්න,continue_next,mixed_script,report_flow,action,mixed_si_alias
report හදිසි විදුලි බිඳවැටීම,select_sudden_power_loss,mixed_script,power_supply_issues,select_issue,mixed_si_alias
move to report area power outage,open_report_to_electricity_board,en,home,navigation,template
create report for over voltage,select_high_voltage,en,voltage_technical_issues,select_issue,template
partial power outage eka kiyana option eka select karanna,select_partial_power_outage,si_latin,power_supply_issues,select_issue,template
mark unknown issue,select_unknown_investigation_required,en,electricity_board_report,select_board_category,template
මට electricity board ekata report karanna විවෘත කරන්න,open_report_to_electricity_board,mixed_script,home,navigation,mixed_ro_alias
viduli sapayum getalu වෙත යන්න,open_power_supply_issues,mixed_script,home,navigation,mixed_ro_alias
do find available technicians,confirm_location_technician,en,technician_flow,action,template
confirm technician location karanna,confirm_location_technician,mixed_latin,technician_flow,action,mixed_en_alias
open power line faults,select_power_line_faults,en,electricity_board_report,select_board_category,template
service history eka tap karanna,open_activities,mixed_latin,bottom_navigation,navigation,mixed_en_alias
minissu nisa damage,select_external_or_human_causes,si_latin,electricity_board_report,select_board_category,direct
electricity board ekata report karanna ekata yanna,open_report_to_electricity_board,si_latin,home,navigation,template
connectivity problem problem,select_device_connectivity,en,monitoring_device_issues,select_issue,template
substation issues kiyana option eka select karanna,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
my issue is scheduled outage,select_scheduled_power_cut,en,power_supply_issues,select_issue,template
ඉංග්‍රීසිට මාරු කරන්න තෝරන්න,change_language,si_script,account,action,template
මට smart meter getaluwa වාර්තා කරන්න,select_smart_meter_issue,mixed_script,monitoring_device_issues,select_issue,mixed_ro_alias
select සැලසුම්ගත විදුලි කප්පාදුව,select_scheduled_power_cut,mixed_script,power_supply_issues,select_issue,mixed_si_alias
planned current cut eka ගැටළුවක් තියෙනවා,select_scheduled_power_cut,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
can you open electricity board report,open_report_to_electricity_board,en,home,navigation,template
please continue to location karanna,continue_to_location,mixed_latin,report_flow,action,mixed_en_alias
mata area eke current nathi report karanna,select_area_power_failure,si_latin,electricity_board_report,select_board_category,template
choose substation failure,select_substation_issues,en,electricity_board_report,select_board_category,template
sampurna viduliya nathi weema eka open karanna,select_complete_power_outage,si_latin,power_supply_issues,select_issue,template
can you open technical issues,open_voltage_technical_issues,en,home,navigation,template
go to supply problems,open_power_supply_issues,en,home,navigation,template
external or human causes problem,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
open දැවෙන සුවඳ,select_burning_smell,mixed_script,safety_related_issues,select_issue,mixed_si_alias
intermittent supply eka eka thoranna,select_intermittent_supply,si_latin,power_supply_issues,select_issue,template
select sparking meter,select_sparks_from_meter,en,safety_related_issues,select_issue,template
please look for electricians for me,find_available_technicians,noisy_mixed,technician_flow,action,noise
මට weather damage eka වාර්තා කරන්න,select_weather_related_damage,mixed_script,electricity_board_report,select_board_category,mixed_ro_alias
mata loose service connection report karanna,select_meter_or_service_line_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
use short circuit,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
use sparks from lines,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
mata pole has fallen report karanna,select_fallen_pole,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
short circuit fire eka kiyana option eka select karanna,select_short_circuit_or_fire,si_latin,electricity_board_report,select_board_category,template
I want to open my reports,open_activities,en,bottom_navigation,navigation,template
bulbs dimming issue,select_dim_lights,en,voltage_technical_issues,select_issue,template
substation failure problem ekak thiyenawa,select_substation_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
wadi voltage eka ගැටළුවක් තියෙනවා,select_high_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_ro_alias
කරුණාකර address eka hoyanna,search_location,mixed_script,location,action,mixed_ro_alias
please open fire hazards,open_safety_related_issues,en,home,navigation,template
show me customer support,open_help_support,en,account,navigation,template
open wires tiyanawa,select_exposed_wiring,si_latin,safety_related_issues,select_issue,direct
පැතිකඩ සැකසීම් වෙත යන්න,open_profile_settings,si_script,account,navigation,template
choose අඩු විදුලි බලය,select_low_voltage,mixed_script,voltage_technical_issues,select_issue,mixed_si_alias
machan ඊළඟට යන්න කරන්න,continue_next,noisy_mixed,report_flow,action,noise
transformer issues eka thoranna,select_transformer_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
shock risk eka තෝරන්න,select_electric_shock_risk,mixed_script,safety_related_issues,select_issue,mixed_ro_alias
please fire hazards open karanna,open_safety_related_issues,mixed_latin,home,navigation,mixed_en_alias
please set location next karanna,continue_to_location,mixed_latin,report_flow,action,mixed_en_alias
loose service connection eka open karanna,select_meter_or_service_line_issues,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
I have weather related damage,select_weather_related_damage,en,electricity_board_report,select_board_category,template
කරුණාකර can you වාර්තාව සමාලෝචනය කරන්න,review_and_confirm_issue,noisy_mixed,electricity_board_flow,action,noise
සිංහලට මාරු කරන්න තෝරන්න,change_language,si_script,account,action,template
sparks from meter kiyana option eka select karanna,select_sparks_from_meter,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
please search location,search_location,en,location,action,template
continue with search address,search_location,en,location,action,template
